Agency (Dept or Stat Body),Agency address,Contract description/ name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Griffith University,"170 Kessels Road, Nathan Qld 4111",Professional Campaign Video,1/12/2020,16987,Traffic Film & Video Production,"332 Montague Road,  West End, Qld, 4101",No,No ,N/A,,,,,,,346922,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Franchise Fees July-Sept 2020,1/12/2020,12095,Warwick University Enterprises (Aus) P/L,"Accounts Receivable Office, University Housecoventry,  Cv4 8Uw",No,No ,N/A,,,,,,,1882274,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription 30 Dec 2020 - 29 Dec 2021,2/12/2020,15584,Australian Medicines Handbook Pty Ltd,"Po Box 240, Rundle Malladelaide, Sa 5000",No,No ,N/A,,,,,,,1878366,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription 30 Dec 2020 - 29 Dec 2021,2/12/2020,14559,Australian Medicines Handbook Pty Ltd,"Po Box 240, Rundle Malladelaide, Sa 5000",No,No ,N/A,,,,,,,1878367,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Service Agreement ,2/12/2020,38500,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No ,N/A,,,,,,,347011,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,2/12/2020,18150,Caval Limited,"4 Park Drive,  Bundoora, Vic, 3083",No,No ,N/A,,,,,,,346999,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111", Ibm Metric Tool Annual 2021 Sw Subscription & Support Renewal,2/12/2020,305608,Cubewise Australia Pty Ltd,"Level 11, 99 Mount St,  North Sydney, Nsw, 2060",No,No ,N/A,,,,,,,346998,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Cisco Dnac1 Wireless For Renew Only,2/12/2020,64732,Data #3 Limited,"Po Box 551,  Indooroopilly, Qld, 4068",No,No ,N/A,,,,,,,347000,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N12 Internal Door 1.59,2/12/2020,10218,Dormakaba Australia Pty Ltd,"Po Box 1035,  Narre Warren, Vic, 3803",No,No ,N/A,,,,,,,347041,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy National Covid-19 Data,2/12/2020,23902,Dynata Global Au Pty Ltd,"Level 11, 131 York Street, Sydney, Nsw 2000",No,No ,N/A,,,,,,,1882770,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Hayfever Allergy Trial Advertising,2/12/2020,12100,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347017,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,2/12/2020,13010,Ivoclar Vivadent Pty Ltd,"1-5 Overseas Drive,  Noble Park  North, Vic, 3174",No,No ,N/A,,,,,,,347004,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,2/12/2020,106204,Oracle Corporation Australia Pty Ltd,"Gpo Box 1313,  Sydney, Nsw, 2001",No,No ,N/A,,,,,,,346987,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Health Marketing Materials,2/12/2020,22000,Publicis Australia Pty Ltd,"Level 2, 164 Grey Street,  South Brisbane, Qld, 4101",No,No ,N/A,,,,,,,347015,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,2/12/2020,14257,Thermo Fisher Scientific Australia,"Po Box 9092,  Scoresby, Vic, 3179",No,No ,N/A,,,,,,,347012,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Titanium Medicare Easyclaim Module,2/12/2020,26180,Titanium Solutions Australia Ltd,"Po Box 114, Albany Village Auckland, , 1140",No,No ,N/A,,,,,,,346977,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemidoc Mp Imaging System,3/12/2020,96575,Bio-Rad Laboratories Pty Ltd,"Po Box 752,  Gladesville, Nsw, 1675",No,No ,N/A,,,,,,,347082,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Brightspace Core Annual Subscription 2020-2021,3/12/2020,110000,D2L Australia Pty Ltd,"1 Queens Road, Level 11, Suite 1144 Melbourne, Vic, 3004",No,No ,N/A,,,,,,,C01580,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,3/12/2020,1247523,Elsevier Inc.,"3251 Riverport Lane, Maryland Heights, Mo 63043",,No ,Limited Offer,,,,,,,1882287,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Smartabase Starter Bundle Annual 2020-2021 Subscription,3/12/2020,33110,Fusion Sport,"1/12 Selhurst Street,  Coopers Plains, Qld, 4108",No,No ,N/A,,,,,,,347069,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,3/12/2020,20000,Jusjo Creative,"Po Box 474,  Surfers Paradise, Qld, 4217",No,No ,N/A,,,,,,,347066,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Q1 Consultancy Fee,3/12/2020,39600,Minh Phan,Vietnam,No,No ,N/A,,,,,,,347077,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",New Relic Annual Pool Of Funds 2021,3/12/2020,44701,New Relic Inc,"188 Spear Street, Suite 1200,  San Francisco, Ca, 94105",No,No ,N/A,,,,,,,347068,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Health Study Area Video,3/12/2020,10835,Ride Free Media Pty Ltd,"Rooftop, Factory 1, 51 Mollison Street,  West End, Qld, 4101",No,No ,N/A,,,,,,,347101,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Rstudio Connect With 20 Named Users Annual 2021 Subscription,3/12/2020,10107,"Rstudio, Inc","Suite 410, 250 Northern Ave,  Boston, Ma, 02210",No,No ,N/A,,,,,,,347071,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Nextera Flex Library Prep,4/12/2020,30349,Australian Genome Research Facility Ltd,"Level 5 Gehrmann Laboratories, Research Road St Lucia, Qld, 4072",No,No ,N/A,,,,,,,347144,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Biologicals/Chemicals,4/12/2020,20691,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No ,N/A,,,,,,,347137,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Biologicals/Chemicals,4/12/2020,16044,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No ,N/A,,,,,,,347167,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,4/12/2020,32495,Council Of Aust. University Librarians,"9 Napier Close, Deakin, Act 2600",No,No ,N/A,,,,,,,1883033,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,4/12/2020,27500,Council Of Aust. University Librarians,"9 Napier Close, Deakin, Act 2600",No,No ,N/A,,,,,,,1883188,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Springer Publishing ,4/12/2020,14092,Igroup (Australasia) Pty Ltd,"Po Box 522, Glen Waverley, Vic 3150",No,No ,N/A,,,,,,,1883072,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",2020 Access License,4/12/2020,28172,John Wiley & Sons Inc - Usa,"Po Box 416502, Boston, Ma 02241-6502",No,No ,N/A,,,,,,,1883059,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Biologicals/Chemicals,4/12/2020,25886,Merck Pty Ltd,"Ground Floor, Building 1, 885 Mountain Highway Bayswater, Vic, 3153",No,No ,N/A,,,,,,,347133,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",E-Book Purchase,4/12/2020,60124,Proquest Llc,"6216 Paysphere Circle, Chicago, Il 60674",No,No ,N/A,,,,,,,1882509,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Onshore Pathway Videos,4/12/2020,11638,Ride Free Media Pty Ltd,"Rooftop, Factory 1, 51 Mollison Street,  West End, Qld, 4101",No,No ,N/A,,,,,,,347139,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Sciences Asset Plan Enabling,4/12/2020,83490,Rider Levett Bucknall Qld Pty Ltd,"Gpo Box 1383,  Brisbane, Qld, 4000",No,No ,N/A,,,,,,,347151,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,4/12/2020,27317,"Sage Publications, Ltd.","Unit 18 Titan Drive, Fengate East, Peterborough,  Pe1 5Xn",No,No ,N/A,,,,,,,1881986,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,4/12/2020,166546,Springer Customer Service Centre Gmbh,"Haberstrasse 7, Heidelberg,  D69126",No,No ,N/A,,,,,,,1881296,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Indigovision Sla G40 ,4/12/2020,71650,Videopro Pty Ltd,"37 Eagleview Place,  Eagle Farm, Qld, 4009",No,No ,N/A,,,,,,,347152,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Operational Fee (Jan - March 2021),7/12/2020,129945,Am Educon Service (Opc) Pvt Ltd,"3459-B, Sector-23 Haryana, , 122017",No,No ,N/A,,,,,,,347258,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111","N80 Chiller Plant West, Construction",7/12/2020,95455,Badge Constructions (Qld) Pty Ltd,"63 Oxford Street,  Bulimba, Qld, 4171",No,No ,N/A,,,,,,,347251,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Facilitation Of Gchkp Strategic Planning Workshop,7/12/2020,10780,Bbs Communications Group Pty Ltd,"Gpo Box 2902,  Brisbane, Qld, 4001",No,No ,N/A,,,,,,,347244,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Biologicals/Chemicals,7/12/2020,17342,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No ,N/A,,,,,,,347296,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Biomedical Consultancy Ra-002-Gfi,7/12/2020,25000,Daniel Martinez Marquez,Gold Coast,No,No ,N/A,,,,,,,347212,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",G10 Concealed Spaces Device Replacement,7/12/2020,27984,Dylmount Pty Ltd,"Po Box 57,  Albion, Qld, 4010",No,No ,N/A,,,,,,,347276,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Non Whs Clothing,7/12/2020,11602,Dynasty Sport,"2/5 Karen Avenue,  Mermaid Beach, Qld, 4218",No,No ,N/A,,,,,,,347210,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Akta Flux 6 Cat # 29038438,7/12/2020,49501,Global Life Sciences Solutions Australia,"32 Phillip Street,  Parramatta, Nsw, 2150",No,No ,N/A,,,,,,,347211,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Postgraduate Campaign,7/12/2020,55000,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347224,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Media Strategy Work,7/12/2020,33000,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347225,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Explore Your Options Media,7/12/2020,42339,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347226,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Health Clinics Sem Ao,7/12/2020,19800,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347260,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Health Sem Ao Recruitment,7/12/2020,66000,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347261,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Health Pg Campaign ,7/12/2020,27500,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347262,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Annual Report 2019-2020,7/12/2020,27610,Jsa Design,"Po Box 1580,  Fortitude Valley, Qld, 4006",No,No ,N/A,,,,,,,347217,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Brand Campaign - Tv Partnership Costs,7/12/2020,35036,Mediacom Australia Pty Ltd,"Gpo Box 1000,  Brisbane, Qld, 4001",No,No ,N/A,,,,,,,347223,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Atomic Force Microscope ,7/12/2020,33314,"New Life Scientific, Inc","300 Dupler Ave.,  Cridersville, Oh, 45806",No,No ,N/A,,,,,,,347252,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Pearson Online Access,7/12/2020,71750,Pearson Australia Group Pty Ltd,"Suite 1001 Level 10, 151 Castlereagh Street, Sydney, Nsw, 2000",No,No ,N/A,,,,,,,347285,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Multigas Incubator,7/12/2020,11550,Scope Scientific,"Po Box 2131,  Kelvin Grove, Qld, 4059",No,No ,N/A,,,,,,,347269,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",100 Hours Block Service Agreement,8/12/2020,15840,Advanced Laboratory Maintenance,"Po Box 713,  Rochedale, Qld, 4123",No,No ,N/A,,,,,,,347324,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Insurance Program Renewal 2020,8/12/2020,3510215,Arthur J Gallagher & Co (Aus) Limited,"80 Pacific Highway, North Sydney, Nsw 2060",,No ,Limited Offer,,,,,,,1884064,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Investment Strategy Setting,8/12/2020,27500,Barrington Asset Consulting Pty Ltd,"Level 11, 66 Clarence Street Sydney, Nsw, 2000",No,No ,N/A,,,,,,,347318,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Careerhub Cloud Service Enabled,8/12/2020,686872,Careerhub Pty Ltd,"444 Brunswick Street,  Fortitude Valley, Qld, 4006",No,No ,Limited Offer,,,,,,,C01648,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Azure Sept 2020 Subscription,8/12/2020,51316,Data #3 Limited,"Po Box 551,  Indooroopilly, Qld, 4068",No,No ,N/A,,,,,,,347302,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Hart Publishing Updates,8/12/2020,31665,Igroup (Australasia) Pty Ltd,"Po Box 522, Glen Waverley, Vic 3150",No,No ,N/A,,,,,,,1883418,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Brand Campaign - Partnerships,8/12/2020,210650,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347311,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Always On Search Advertising,8/12/2020,110000,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347312,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Verticurl Ux Optimisation Project,8/12/2020,57200,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347313,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Pg - Ael Media,8/12/2020,27500,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347331,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy ,8/12/2020,11990,Judy Gregory Writer,Brisbane,No,No ,N/A,,,,,,,347319,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Brand Campaign - Media Upweights,8/12/2020,188005,Mediacom Australia Pty Ltd,"Gpo Box 1000,  Brisbane, Qld, 4001",No,No ,N/A,,,,,,,347309,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Online Resource Access,8/12/2020,14104,Oxford University Press Uk,"The Cashiers Office, Great Clarendon Streetoxford,  Ox2 6Dp",No,No ,N/A,,,,,,,1883426,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Online Resource Access,8/12/2020,12448,Oxford University Press Uk,"The Cashiers Office, Great Clarendon Streetoxford,  Ox2 6Dp",No,No ,N/A,,,,,,,1883427,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Online Resource Access,8/12/2020,29603,Oxford University Press Uk,"The Cashiers Office, Great Clarendon Streetoxford,  Ox2 6Dp",No,No ,N/A,,,,,,,1883428,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Online Resource Access,8/12/2020,33246,Oxford University Press Uk,"The Cashiers Office, Great Clarendon Streetoxford,  Ox2 6Dp",No,No ,N/A,,,,,,,1883430,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Online Resource Access,8/12/2020,28237,Oxford University Press Uk,"The Cashiers Office, Great Clarendon Streetoxford,  Ox2 6Dp",No,No ,N/A,,,,,,,1883432,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Online Resource Access,8/12/2020,43266,Oxford University Press Uk,"The Cashiers Office, Great Clarendon Streetoxford,  Ox2 6Dp",No,No ,N/A,,,,,,,1883433,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,8/12/2020,233198,Pricewaterhouse Coopers Info Tech Serv,"Po Box 1943,  Wollongong, Nsw, 2500",Yes,No ,N/A,,,,,,,C00828,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Data Centre Rcd Replacement ,8/12/2020,10450,Rider Levett Bucknall Qld Pty Ltd,"Gpo Box 1383,  Brisbane, Qld, 4000",No,No ,N/A,,,,,,,347342,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Creative Direction Professional,9/12/2020,25630,Chimera Project,"44 Mirbelia Street,  Everton Hills, Qld, 4053",No,No ,N/A,,,,,,,347406,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Optical Table With Vibration Isolation System,9/12/2020,29816,Coherent Scientific Pty Ltd,"Unit 2, 32 West Thebarton Road,  Thebarton, Sa, 5031",No,No ,N/A,,,,,,,347375,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Multi-Kilohertz Femtosecond Laser System,9/12/2020,1266994,Coherent Scientific Pty Ltd,"Unit 2, 32 West Thebarton Road,  Thebarton, Sa, 5031",,No ,Open Offer,,,,,,,347376,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Wj Cultural Immersion Program,9/12/2020,16000,Djahgu Wan Yagan Pty Ltd,"Po Box 3401,  Red Hill Rockhampton, Qld, 4701",No,No ,N/A,,,,,,,347373,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Sage Research Methods,9/12/2020,56579,Igroup ( Asia Pacific) Ltd,"Room 3703-5, 37/F, 9 Wing Hong Street, Cheung Sha Wankowloon,  ",No,No ,N/A,,,,,,,1883613,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Sciences Postgrad Advertising Campaign ,9/12/2020,27500,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347374,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Top Up Of Annual Support Hours,9/12/2020,20944,Integral Technology Solutions Pty Ltd,"Level 2, 201 Leichardt Street,  Spring Hill, Qld, 4000",No,No ,N/A,,,,,,,347402,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Olympus Imaging Platform Ix83,9/12/2020,59467,Olympus Australia Pty Ltd,"Po Box 985,  Mt Waverley, Vic, 3149",No,No ,N/A,,,,,,,347381,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Taylor Francis Perpetual Acquisition,9/12/2020,277559,Proquest Llc,"6216 Paysphere Circle, Chicago, Il 60674",No,No ,N/A,,,,,,,1883610,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Vario Chemistry Pumping Unit ,9/12/2020,41089,Scitek Australia Pty Ltd,"Po Box 355,  Milsons Point, Nsw, 1565",No,No ,N/A,,,,,,,347404,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Caudit Membership N/A Annual 2021 Subscription,10/12/2020,23695,Caudit,"Meeting Secretariat, Conference Logistics, Po Box 6150 Kingston, Act, 2604",No,No ,N/A,,,,,,,347465,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Growing Annual 2021-2022 Subscription,10/12/2020,108675,Feedbackfruits,", Plantage Middenlaan 60 Amsterdam, , 1018 Dh",No,No ,N/A,,,,,,,347461,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Partnerships Tv,10/12/2020,16500,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street, Millers Points, Nsw 2000",No,No ,N/A,,,,,,,1884734,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Short Courses And Micro-Creds Campaign,10/12/2020,92400,Ikon Communications Pty Ltd,"Level 4, 1 Kent Street,  Millers Points, Nsw, 2000",No,No ,N/A,,,,,,,347494,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Ebook Collection 2020,10/12/2020,30232,IOP Publishing Ltd,"Temple Circus, Temple Waybristol,  Bs1 6Hg",No,No ,N/A,,,,,,,1881010,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Pda 09_Nov2020_Kde,10/12/2020,30000,Kanopy,"781 Beach Street, Second Floor, San Francisco, Ca 94133",No,No ,N/A,,,,,,,1884812,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Explore Your Options Atn,10/12/2020,16735,Mediacom Australia Pty Ltd,"Level 17, 65 Berry Streetnorth Sydney, Nsw 2060",No,No ,N/A,,,,,,,1884743,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Managed Support ,10/12/2020,36300,Mojo Soup Pty Ltd,"Suite 103, Level 1, 200 Creek Street,  Spring Hill, Qld, 4000",No,No ,N/A,,,,,,,347520,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,10/12/2020,514000,Oracle Corporation Australia Pty Ltd,"Gpo Box 1313,  Sydney, Nsw, 2001",,No ,Open Offer,,,,,,,347490,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,10/12/2020,26694,Osisoft Llc,"1600 Alvarado Street,  San Leandro, Ca, 94577",No,No ,N/A,,,,,,,347460,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111","Intota Erm, Discovery And  Assessment Annual 2021 Subscription",10/12/2020,138601,Proquest Llc,"6216 Paysphere Circle,  Chicago, Il, 60674",No,No ,N/A,,,,,,,347491,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Qtac Website Advertising,10/12/2020,11700,Queensland Tertiary Admissions Centre Lt,"Po Box 1331, Milton, Qld 4064",No,No ,N/A,,,,,,,1884730,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Squiz Head Hours,10/12/2020,14025,Squiz Australia Pty Ltd,"2/10 Browning St, West End, Qld 4101",No,No ,N/A,,,,,,,1884729,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Computing Maintenance & Support,10/12/2020,16211,Surebridge Pty Ltd,"Po Box 1583,  Toowong, Qld, 4066",No,No ,N/A,,,,,,,347466,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Pop Up Sprinklers ,11/12/2020,10440,Aquatrax Pty Ltd T/A Team Irrigation Sol,"Po Box 200,  Capalaba, Qld, 4157",No,No ,N/A,,,,,,,347617,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Additional Idp Fee Annual 2021 Subscription,11/12/2020,14969,Australian Access Federation Inc,"Po Box 9432,  Deakin, Act, 2600",No,No ,N/A,,,,,,,347555,Information and Communication Technology,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Sciences Asset Plan Enabling Works ,11/12/2020,13739,Building Certifiers Australia Pty Ltd,"Po Box 911,  Caloundra, Qld, 4551",No,No ,N/A,,,,,,,347566,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Bio X 3D Bioprinter,11/12/2020,40970,Cellink Ab,"Arvid Wallgrens Backe 20,  Gothenburg, , 41346",No,No ,N/A,,,,,,,347553,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,11/12/2020,48483,Council Of Aust. University Librarians,"9 Napier Close, Deakin, Act 2600",No,No ,N/A,,,,,,,1883612,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",N80 Chiller Plant Network Switch & Wap Equipment ,11/12/2020,44441,Data #3 Limited,"Po Box 551,  Indooroopilly, Qld, 4068",No,No ,N/A,,,,,,,347593,Building Construction and Maintenance,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,11/12/2020,149903,Ebsco International Inc,"Subscription Services, Attn John Siweknorth Sydney, Nsw 2060",No,No ,N/A,,,,,,,1883967,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Jan-Dec 2021,11/12/2020,67202,Ebsco International Inc,"Subscription Services, Attn John Siweknorth Sydney, Nsw 2060",No,No ,N/A,,,,,,,1883968,General Goods and Services,,,,
Griffith University,"170 Kessels Road, Nathan Qld 4111",Online Access 1 Year 2021,11/12/2020,19154,Ebsco International Inc,"Subscription Services, Attn John Siweknorth Sydney, Nsw 2060",No,No ,N/A,,,,,,,1883985,General Goods and Services,,,,
