Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,17/02/2020,127050,Netterfield Consulting,"Mango Hill, QLD  4509",No,No,,,,,,,,337032,General Goods and Services,GU4641 Privacy,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,17/02/2020,218680,Strategic Project Partners Pty Ltd,"Level 41 / 120 Collins Street, Melbourne, VIC  3000",No,No,,,,,,,,337015,General Goods and Services,GU4649,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Maintenance Air Conditioning Units,18/02/2020,17137,Dewpoint Air,"PO BOX 3479, Newmarket, QLD  4051",No,No,,,,,,,,337146,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,18/02/2020,93830,Mercer Consulting (Australia) Pty Ltd,"Collins Square, 727 Collins Street, Melbourne, VIC  3008",No,No,,,,,,,,337119,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,18/02/2020,424600,Navitas Limited,"Ground Floor, East Tower, Brisbane, QLD  4000",No,No,,,,,,,,337093,General Goods and Services,GU3918,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,18/02/2020,16485,Queensland Dental Services,"PO Box 1685, Noosa Heads, QLD  4567",No,No,,,,,,,,337162,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Aboriginal & Torres St Islander Dedicated Memorial Qld Project progress payment,19/02/2020,225334,Aboriginal and Torres Strait Islander Dedicated Memorial Qld Inc,"44 Oxley Drive, Paradise Point, QLD  4216",No,No,,,,,,,,1840470,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Refurbishment of Library,19/02/2020,64529,Alliance Interiors Qld Pty Ltd,"PO Box 2111,  Logan City DC QLD 4114",No,No,,,,,,,,337211,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Security Services,19/02/2020,115973,Allstars Trading Pty Ltd T/A Zirilio,"Sydney, Nsw",No,No,,,,,,,,336650,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Allied Health Sciences Annual Retreat,19/02/2020,29182,Crowne Plaza Surfers Paradise,"2807 Gold Coast Highway, 2807 Gold Coast Highway",No,No,,,,,,,,337204,General Goods and Services,GU4644,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Flammable Cladding,19/02/2020,102218,Donald Cant Watts Corke (Qld) P/L,"PO Box 10161, Adelaide Street Brisbane QLD 4000",No,No,,,,,,,,337210,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Project Mgmt,19/02/2020,40480,Escient Pty Ltd,"Level 20, 115 King William Street,,  Adelaide SA 5000",No,No,,,,,,,,337266,General Goods and Services,GU4703,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111","20,000 x A4 Testamurs",19/02/2020,12436,Hague Australia,"46-50 Remington Drive,  Dandenong South VIC 3175",No,No,,,,,,,,337227,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support,19/02/2020,33770,iCognition Pty Ltd,"PO Box 2544,  Canberra ACT 2601",No,No,,,,,,,,337264,Information & Communcation Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Fees,19/02/2020,16072,National Library Of Australia,"Parkes Place, Canberra, ACT  2600",No,No,,,,,,,,1836990,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,19/02/2020,14100,Sonia Hugh,Toronto ON M1C 3K4,No,No,,,,,,,,337208,General Goods and Services,Privacy,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,19/02/2020,53000,Sonia Hugh,Toronto ON M1C 3K5,No,No,,,,,,,,337209,General Goods and Services,Privacy,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",GC Alumni Event,19/02/2020,11000,The Island Hotel,"PO Box 344,  Surfers Paradise QLD 4217",No,No,,,,,,,,337243,General Goods and Services,GU4652,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,20/02/2020,176000,Balexed Trade Australia Pty Ltd,Bardon QLD 4065,No,No,,,,,,,,337365,General Goods and Services,GU4645,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Password Knowledge Tests,20/02/2020,30030,Bookery Pty Ltd,"9-11 Victoria Street,Fitzroy, VIC  3065",No,No,,,,,,,,1835277,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising and Promotions,20/02/2020,36740,JSA Design,"PO Box 1580,  Fortitude Valley QLD 4006",No,No,,,,,,,,337341,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Paro Robout Rental,20/02/2020,16720,Kowa Australia Pty Ltd,"Suite 44 Building 6 Garden City Office Park, 2404 Logan Road Eight Mile Plains QLD 4113",No,No,,,,,,,,337370,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Shipping Container Laboratory,20/02/2020,60857,Royal Wolf Trading Aust P/L,"Level 3, 1-3 Merriwa St,  Gordon NSW 2072",No,No,,,,,,,,337332,General Goods and Services,GU4036,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Cambodia Community Challenge Project,21/02/2020,11910,Challenges Abroad Australia Pty Ltd,"Level 2, 108 Power Street, Hawthorn, VIC  3122",No,No,,,,,,,,1836993,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Booking,21/02/2020,28144,Laudet Pty Ltd,"6 Orchid Avenue,  Surfers Paradise QLD 4217",No,No,,,,,,,,337478,General Goods and Services,GU4654,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Set and Costume Designer,21/02/2020,15600,Vilma Martiina Mattila,Brisbane QLD 4000,No,No,,,,,,,,337425,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library acquisition,24/02/2020,17548,IOP Publishing Ltd,"Temple Circus, Temple Way, Bristol  BS1 6HG  GBR",No,No,,,,,,,,1841393,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Flooring installation,24/02/2020,21813,Premier Floors,"PO Box 248,  Isle of Capri QLD 4217",No,No,,,,,,,,337504,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Maintenance,24/02/2020,18343,Prohelion Pty Ltd,"PO BOX 220,  Spring Hill QLD 4004",No,No,,,,,,,,337505,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,24/02/2020,60453,The George Institute for Global Health,"Level 5, 1 King St, Newtown, NSW  2042",No,No,,,,,,,,1840925,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Fees,25/02/2020,12264,Informa UK Ltd,"Sheepen Place, Colchester  CO3 3LP  GBR",No,No,,,,,,,,1841515,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing,26/02/2020,12763,Education Link Sverige AB,"Studentgatan 12, Lund  22362  SWE",No,No,,,,,,,,1837103,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy - Student Data Service Development,26/02/2020,432905,Integral Technology Solutions,"Level 3, 201 Leichardt Street,  Spring Hill QLD 4000",No,No,,QITC,1,,,,,337673,General Goods and Services,GU4660 Griffith University Preferred Supplier Panel,24/02/2020,,24/08/2021
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment Services,26/02/2020,11158,Mediacom Australia Pty Ltd,"GPO Box 1000, Brisbane, QLD  4001",No,No,,,,,,,,1842117,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy - Business Analyst,26/02/2020,274259,Robert Walters,"GPO Box 3115,  Brisbane QLD 4001",No,No,,,,,,,,337662,General Goods and Services,GU4657,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Conference AAWP ,26/02/2020,17600,Southport Australian Rules Football Club,"3 Melia Court,  Southport QLD 4215",No,No,,,,,,,,337654,General Goods and Services,GU4658,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,26/02/2020,152674,Toh Lai Yin,Malaysia,Yes,No,,,,,,,,338969 350143 361642 368886,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy - Peoplesoft Change of Bank ,26/02/2020,151250,Wyvern Recruitment,"31 The Promenade,  Sans Souci NSW 2219",No,No,,,,,,,,337659,General Goods and Services,GU4656,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software,26/02/2020,733344,Xavo Software AG,"Spinnereistrasse 7,  Bayreuth BY 95445",No,No,Open,QITC,4,,Commercial scientific operating system,"Development, delivery and maintenance",KPIs developed,337691,Information & Communcation Technology,4206,Jan-20,,Ongoing
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,27/02/2020,37026,Amiga Engineering Pty Ltd,"9-11 Silicon Place,  Tullamarine VIC 3043",No,No,,,,,,,,337805,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy - Augmented Security Analysis,27/02/2020,105600,Enosys Solutions Pty Ltd,"Level 7, 56 Berry Street,,  North Sydney NSW 2060",No,No,,,,,,,,337804,General Goods and Services,GU4662,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library acquisition,27/02/2020,25234,Peter Lang AG,"Wabernstrasse 40, 3007 Berne, Switzerland",No,No,,,,,,,,1842427,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library acquisition,27/02/2020,44115,Peter Lang AG,"Wabernstrasse 40, 3007 Berne, Switzerland",No,No,,,,,,,,1842428,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,27/02/2020,11385,Scitek Australia Pty Ltd,"PO Box 355,  Milsons Point NSW 1565",No,No,,,,,,,,337788,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,27/02/2020,13640,Theraplay Psychology Practice,NSW Australia ,No,No,,,,,,,,337757,General Goods and Services,GU4659,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,28/02/2020,12834,Maria Saleem Ali,Brisbane Australia,No,No,,,,,,,,337824,General Goods and Services,GU4663 Privacy,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Library acquisition,28/02/2020,21304,Peter Lang AG,"Wabernstrasse 40, 3007 Berne, Switzerland",No,No,,,,,,,,1824242,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Biological Chemicals,28/02/2020,45760,Sigma Aldrich Pty Ltd,"PO Box 970,  Castle Hill NSW 1765",No,No,,,,,,,,337835,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computers,28/02/2020,13399,The School Locker,"103 Hyde Rd,  Yeronga QLD 4104",No,No,,,,,,,,337842,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Course Delivery,29/02/2020,12825,Coreo Pty Ltd,"Bulimba, QLD  4171",No,No,,,,,,,,1838053,General Goods and Services,Privacy,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership,29/02/2020,16500,University of South Australia,"City West Campus AU3-37, Adelaide, SA  5001",No,No,,,,,,,,1837403,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IELTS Tests,1/03/2020,45788,IELTS Australia Pty Ltd,"Level 8, 535 Bourke Street, Melbourne, VIC  3000 ",No,No,,,,,,,,1837406,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription Fees,1/03/2020,176000,La Trobe University,"Borchardt Library, Bundoora, VIC  3083",No,No,,,,,,,,1839375,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,2/03/2020,10208,Centre for Evidence and Implementation,"33 Lincoln Square South,Carlton, VIC 3053",No,No,,,,,,,,337981,General Goods and Services,GU4668,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Maintenance,2/03/2020,19776,Data Centre Services Australia Pty Ltd,"PO Box 4030,Eight Mile Plains, QLD 4113",No,No,,,,,,,,337909,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy - Risk Management,2/03/2020,38500,Risk Logic Pty Ltd,"Level 7, 74 Castlereagh Street,Sydney, NSW 2000",No,No,,,,,,,,337978,General Goods and Services,GU4665,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Booking,2/03/2020,44000,Village Roadshow Theme Parks Pty Ltd,"PO Box 190,Surfers Paradise, QLD 4217",No,No,,,,,,,,337961,General Goods and Services,GU4661,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Electrical Upgrade,3/03/2020,91625,Descab Pty Ltd t/a Qld Multi Trades,"34 Hindes Street,Lota, QLD 4178",No,No,,,,,,,,338019,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Maintenance,3/03/2020,12321,Dewpoint Air,"PO BOX 3479,Newmarket, QLD 4051",No,No,,,,,,,,338016,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees,4/03/2020,183889,AccountingPod Limited,"P.O. Box 1970,Queenstown, NZ 9348",Yes,No,,,,,,,,C01410,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Field Trip Expenses,4/03/2020,11910,Challenges Abroad Australia Pty Ltd,"Level 2, 108 Power Street,Hawthorn, VICÿ 3122",No,No,,,,,,,,1843823,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing,5/03/2020,10549,Fast Proof Press Pty Ltd,"21/12 Lawrence Drive,Nerang, QLD 4211",No,No,,,,,,,,338156,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing,5/03/2020,20504,Fast Proof Press Pty Ltd,"21/12 Lawrence Drive,Nerang, QLD 4211",No,No,,,,,,,,338157,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing,5/03/2020,18612,Fast Proof Press Pty Ltd,"21/12 Lawrence Drive,Nerang, QLD 4211",No,No,,,,,,,,338158,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing,5/03/2020,10549,Fast Proof Press Pty Ltd,"21/12 Lawrence Drive,Nerang, QLD 4211",No,No,,,,,,,,338159,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing,5/03/2020,11649,Fast Proof Press Pty Ltd,"21/12 Lawrence Drive,Nerang, QLD 4211",No,No,,,,,,,,338160,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111","
Water Quality Monitoring",5/03/2020,11316,Gold Coast City Council,"PO Box 5042,Gold Coast Mail Centre, QLD 9729",No,No,,,,,,,,1842292,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,5/03/2020,35515,LuxAI S.A.,"59 Boulevard Royal,Luxembourgÿ L2449ÿ LUX",No,No,,,,,,,,1844161,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Warranty / Licence,5/03/2020,14309,LuxAI S.A.,"59 Boulevard Royal,Luxembourgÿ L2449ÿ LUX",No,No,,,,,,,,1844162,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Multi Media Services,5/03/2020,11385,Stephen Jones & Associates P/L,"Unit 70, 45-51 Huntley St,Alexandra, NSW 2015",No,No,,,,,,,,338198,General Goods and Services,GU4670,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Maintenance,6/03/2020,11506,Dewpoint Service Pty Ltd,"PO Box 3479,Newmarket, QLD 4051",No,No,,,,,,,,338275,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Tanna Field Trip Expenses,6/03/2020,31131,NEXTGEN NRG Pty Ltd,"Shed 3, 28 Hutchinson Street,,Burleigh Heads,, QLDÿ 4220",No,No,,,,,,,,1837967,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,6/03/2020,10000,Rosie Quinlan,"PO Box 3075,Norman Park, QLD 4170",No,No,,,,,,,,338282,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,6/03/2020,84503,University of New South Wales,"Kensington Campus,Sydney, NSW 2000",No,No,,,,,,,,338283,General Goods and Services,GU4666,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,7/03/2020,525619,Pearson Australia Group Pty Ltd,"707 Collins Street,Melbourne, VICÿ 3008",No,No,Limited,,,,,,,1839376,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy,9/03/2020,114840,Resource Co-Ordination Partnership Pty L,"GPO Box 2271,Brisbane, QLD 4001",No,No,,,,,,,,338345,General Goods and Services,GU4605,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chiller Replacement,9/03/2020,560406,Veolia Energy Technical Services,"30 Technology Drive,Augustine Heights, QLD 4300",No,No,Open,,,,,,,338335,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Linen / Laundry Services,10/03/2020,20000,Laundry Australia Pty Ltd,"PO Box 2170,Ascot, QLD 4007",No,No,,,,,,,,338424,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Video Series,11/03/2020,30265,BBC Global News,"Broadcasting House,London, UK  W1A 1AA",No,No,,,,,,,,1845490,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Agent Bonus,11/03/2020,12000,Bright Can-Achieve Limited,"Room 802, Tower B, Jianwai SOHO,Beijing, China 100022ÿ ",No,No,,,,,,,,1840030,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing,11/03/2020,13310,Chimera Project,"44 Mirbelia Street,Everton Hills, QLDÿ 4053",No,No,,,,,,,,1839534,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software License Fees,11/03/2020,24627,Clarivate Analytics (UK) Limited,"Friars House,London, UK SE1 8EZ ",No,No,,,,,,,,338484,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing,11/03/2020,20197,GOstralia!-GOzealand! GmbH,"JagerstraBe 53,Stuttgartÿ 70174ÿ DEU",No,No,,,,,,,,1839287,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Replacement of Meter,11/03/2020,35607,KME Services Pty Ltd,"PO Box 577,Ormeau, QLD 4208 ",No,No,,,,,,,,338485,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chiller Replacement,11/03/2020,11979,Lightbox Architecture & Interiors Pty Ltd,"11 Dallas Parade,Keperra, QLD 4054",No,No,,,,,,,,338522,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Corrective Maintenance,11/03/2020,10340,Precise Air Group P/L,"PO Box 1859,Springwood, QLD 4128",No,No,,,,,,,,338549,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy - Design,12/03/2020,174026,Arina Consulting Architects,"PO Box 1102,Crows Nest, NSW 1585",No,No,,,,,,,,338613,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing,12/03/2020,38500,Ikon Communications Pty Ltd,"22 Constance Street,Fortitude Valley, QLD 4006",No,No,,,,,,,,338606,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing,12/03/2020,106810,News Limited,"Accounts Receivable,Sydney, NSW 2000",No,No,,,,,,,,338607,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy - Project Management,12/03/2020,27500,QVC Solutions Pty Ltd,"320 Adelaide Street,Brisbane, QLD 4000",No,No,,,,,,,,338610,General Goods and Services,GU4673,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocation Services,12/03/2020,14300,Sirva Relocation,"490 Freeman Road,Richlands, QLD 4077",No,No,,,,,,,,338562,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocation Services,12/03/2020,23100,Sirva Relocation,"490 Freeman Road,Richlands, QLD 4077",No,No,,,,,,,,338604,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocation Services,12/03/2020,16500,Sirva Relocation,"490 Freeman Road,Richlands, QLD 4077",No,No,,,,,,,,338645,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,12/03/2020,19063,Thermoline Scientific Equipment Pty Ltd,"PO Box 6862,Wetherill Park, NSW 1851",No,No,,,,,,,,338627,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,12/03/2020,839018,Videopro Pty Ltd,"37 Eagleview Place,Eagle Farm, QLD 4009",No,No,Open,,,,,,,338612,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Video Series,13/03/2020,30265,BBC Global News,"Broadcasting House,London, UK  W1A 1AA",No,No,,,,,,,,1845983,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Maintenance,13/03/2020,23733,Dewpoint Air,"PO BOX 3479,Newmarket, QLD 4051",No,No,,,,,,,,338721,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Subscription,13/03/2020,325605,Eftsure Pty Ltd,"Level 6, 122 Walker Street,  North Sydney, Nsw, 2060",Yes,No ,,,,,,,,C01278,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",GC Aquatic Gym Memberships - Feb,13/03/2020,13433,Griffith Uni Gold Coast Student Guild,"PO Box 96,Griffith University, QLD 4222",No,No,,,,,,,,1845699,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Advertising,13/03/2020,88000,Ikon Communications Pty Ltd,"22 Constance Street,Fortitude Valley, QLD 4006",No,No,,,,,,,,338697,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,16/03/2020,11000,ARJO Australia Pty Ltd,"Building B, Level 3. 11 talavera Road,Macquarie Park, NSW 2113",No,No,,,,,,,,338760,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computers,16/03/2020,19157,Dell Australia Pty Ltd,"Attn: Daniel Corney,Frenchs Forest, NSW 2086",No,No,,,,,,,,338749,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing,16/03/2020,15653,Fast Proof Press Pty Ltd,"21/12 Lawrence Drive,Nerang, QLD 4211",No,No,,,,,,,,338784,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing,16/03/2020,12386,Fast Proof Press Pty Ltd,"21/12 Lawrence Drive,Nerang, QLD 4211",No,No,,,,,,,,338785,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Flu Vaccines,17/03/2020,11000,Integrity Health & Safety Pty Ltd,"NSWICC Level 2, 27 Cope Street,Redfern, NSW 2016",No,No,,,,,,,,338809,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consulting - Research,17/03/2020,61920,Research Foundation of CUNY,"230 West 41st Street, 7th Floor,New York, USA 10036",No,No,,,,,,,,338807,General Goods and Services,GU4648,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Maintenance,17/03/2020,11000,Stowe Australia,"PO Box 4025,Eight Mile Plains, QLD 4113",No,No,,,,,,,,338821,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,18/03/2020,31196,Bruker Pty Ltd,"PO Box 202,Alexandria, NSW 1435",No,No,,,,,,,,338931,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Maintenance,18/03/2020,10470,Dewpoint Service Pty Ltd,"PO Box 3479,Newmarket, QLD 4051",No,No,,,,,,,,338884,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Field Trip Expenses,18/03/2020,18165,Film & Television Institute of India,"Law College Road,Pune, Indiaÿ 411004ÿ",No,No,,,,,,,,1841525,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software License Fees,18/03/2020,17556,ICAD Consultants Pty Ltd,"18 Centurion St,Bridgeman Downs, QLD 4035",No,No,,,,,,,,338880,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Car Park Maintenance,18/03/2020,12356,Logical Line Marking,"18 Ferguson Street,Underwood, QLD 4119",No,No,,,,,,,,338917,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,18/03/2020,80005,OT Bioelettronica srl,"Via Lancia 62,Torino, Italy 10141",No,No,,,,,,,,338887,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software License Fees,18/03/2020,30800,Solv Solutions Pty Ltd,"Level 1/776 canning Hwy,Applecross, WA 6153",No,No,,,,,,,,338886,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software License Fees,18/03/2020,41520,Unimarket NZ Limited,"Level 5, 9 Hargreaves Street,Auckland, NZ 1011",No,No,,,,,,,,340223,Information and Communication Technology,C01092,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,19/03/2020,110000,Hi-Tech Metrology Pty Ltd,"2 Carl Court,Hallam, VIC 3803",No,No,,,,,,,,339018,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Car Park Maintenance,19/03/2020,19364,Logical Line Marking,"18 Ferguson Street,Underwood, QLD 4119",No,No,,,,,,,,338972,Building Construction and Maintenance,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software License Fees / Consultancy,19/03/2020,246581,Novalsys Inc,"902 Broadway,New York, USA 10010",Yes,No,,,,,,,,C01536/C01536_1,Information and Communication Technology,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,19/03/2020,439844,Perkin Elmer Pty Ltd,"PO Box 5290,Brandon Park, VIC 3150",No,No,,,,,,,,339027,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy - Recruitment,19/03/2020,57200,Robinson Fitzgerald Pty Ltd,"Suite 26, 138 Juliette Street,Greenslopes, QLD 4120",No,No,,,,,,,,339055,General Goods and Services,GU4674,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing,20/03/2020,27500,Invision Media Pty Ltd,"241 Given Tce,Paddington, QLD 4064",No,No,,,,,,,,339083,General Goods and Services,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Plant Maintenance,20/03/2020,95115,Securcom Pty Ltd,"Unit 79,Brendale, QLD 4500",No,No,,,,,,,,339061,Building Construction and Maintenance,,,,
