Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/03/2022,18700,Olivia Newton-John Cancer Research Insti,"Austin Hospital, Onjcwrc, 145 Studley Road Heidelberg, Vic, 3084",No,No,,,,,,,,,1951005,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,30/03/2022,18726,Oracle Corporation Australia Pty Ltd,"Gpo Box 1313,  Sydney, Nsw, 2001",No,No,,,,,,,,,364252,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,30/03/2022,25179,Scientifix Pty Ltd,"Unit F1 Hallmarc Business Park, Cnr Westall & Centre Roads Clayton, Vic, 3168",No,No,,,,,,,,,364236,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,30/03/2022,103599,Stulz Oceania Pty Ltd,"Po Box 213,  Winston Hills, Nsw, 2153",No,No,,,,,,,,,364263,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,31/03/2022,396382,Baidam Solutions Pty Ltd,"Level 14, 167 Eagle Street Brisbane, Qld, 4000",No,No,,,,,,,,,364327,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,31/03/2022,10480,Education Link As,Norway,No,No,,,,,,,,,1951553,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,31/03/2022,15142,Thermo Fisher Scientific Australia,"Po Box 9092,  Scoresby, Vic, 3179",No,No,,,,,,,,,364317,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,1/04/2022,45370,Bio-Strategy Pty Limited,"P.O Box 14,  Campbellfield, Vic, 3061",No,No,,,,,,,,,364362,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials ,1/04/2022,23100,Bookery Pty Ltd,"9-11 Victoria Street,  Fitzroy, Vic, 3065",No,No,,,,,,,,,1951978,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/04/2022,11447,Element14 Pty Ltd,"Private Mailbag 6,  Chester Hill, Nsw, 2162",No,No,,,,,,,,,364342,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,1/04/2022,71400,Noel Robert Scott,Brisbane,No,No,,,,,,,,,1960219 2014236,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,1/04/2022,23331,U&U Recruitment Partners,"Level 12, 259 Queen Street,  Brisbane, Qld, 4000",No,No,,,,,,,,,364331,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Pathology Expenditure,4/04/2022,11623,Australian Laboratory Services P/L,"2 Byth Street (Cnr Shand And Byth St),  Stafford, Qld, 4053",No,No,,,,,,,,,1952028,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,4/04/2022,17930,Bligh Tanner Pty Ltd,"Po Box 612,  Fortitude Valley, Qld, 4006",No,No,,,,,,,,,364386,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,4/04/2022,284383,Cvent Australia Pty Ltd,"Level 23, Hwt Tower, 40 City Road Southbank, Vic, 3006",No,No,,,,,,,,,364406,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,4/04/2022,12882,Eppendorf South Pacific Pty Ltd,"Unit 4, 112 Talavera Road North Ryde, Nsw, 2113",No,No,,,,,,,,,364412,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,4/04/2022,12306,Hewlett-Packard Australia Pty Ltd,"P O Box 221,  Blackburn, Vic, 3130",No,No,,,,,,,,,364409,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Health & Safety Expenses,4/04/2022,15939,Md Solutions Australasia Pty Ltd,"Unit 1, 16-18 Tennyson Street Williamstown North, Vic, 3016",No,No,,,,,,,,,1952112,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Health & Safety Expenses,4/04/2022,16005,Md Solutions Australasia Pty Ltd,"Unit 1, 16-18 Tennyson Street Williamstown North, Vic, 3016",No,No,,,,,,,,,1952115,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Pathology Expenditure,4/04/2022,14665,Queensland Institute Of Medical Research,"Qimr Locked Bag 2000,  Royal Brisbane Hospital, Qld, 4029",No,No,,,,,,,,,364387,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,5/04/2022,33706,Brendan Francis Mullen,Brisbane,No,No,,,,,,,,,1951619,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,5/04/2022,14696,Insight Management Consultants P/L,"Level 7, 230 Collins Street,  Melbourne, Vic, 3000",No,No,,,,,,,,,1952363,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,5/04/2022,10010,Logical Line Marking,"18 Ferguson Street,  Underwood, Qld, 4119",No,No,,,,,,,,,364447,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,5/04/2022,17600,Traffic Film & Video Production,"332 Montague Road,  West End, Qld, 4101",No,No,,,,,,,,,364479,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership Fees,5/04/2022,16500,University Of New South Wales,"Kensington Campus,  Sydney, Nsw, 2052",No,No,,,,,,,,,364469,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,6/04/2022,21800,Keoduangchai Keokhamphui,Lao,No,No,,,,,,,,,1955616 1980539 1995909 2004487,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,6/04/2022,13438,Plumbrite Solutions Pty. Ltd.,"Po Box 227,  Cleveland, Qld, 4163",No,No,,,,,,,,,364508,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,7/04/2022,34500,Becky (Rebecca) Earhart,Canada,No,No,,,,,,,,,364541,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,7/04/2022,15962,Gynzone,"Jaegergaardsgate 156 R, 1. Sal 2 Aarhus, , 8000",No,No,,,,,,,,,1952387,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,7/04/2022,17942,Refinitiv Australia Pty Limited,"Level 10, 60 Margaret Street Sydney, Nsw, 2000",No,No,,,,,,,,,364566,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/04/2022,91850,Rider Levett Bucknall Qld Pty Ltd,"Gpo Box 1383,  Brisbane, Qld, 4000",No,No,,,,,,,,,364542,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,7/04/2022,15079,Rodney William Carter,Sunshine Coast,No,No,,,,,,,,,1953058,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical & Biological Products,7/04/2022,20348,Siegert Wafer Gmbh,"Charlottenburger Allee 7, Aachen Nort Rhine Westphalia, , 52068",No,No,,,,,,,,,364587,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Medical Equipment,7/04/2022,12705,Stephen Jennings & Associates Pty Ltd,"Po Box 380,  Kurrajong, Nsw, 2758",No,No,,,,,,,,,364543,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,7/04/2022,13750,The Silver Lining Collective,Brisbane,No,No,,,,,,,,,364576,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,7/04/2022,126406,Traffic Film & Video Production,"332 Montague Road,  West End, Qld, 4101",No,No,,,,,,,,,364596,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/04/2022,19250,Turner & Townsend Pty Ltd,"Level 13, 140 Creek St,  Brisbane, Qld, 4000",No,No,,,,,,,,,364589,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing Expenses,8/04/2022,10395,Bailey Hq Pty Ltd,"605 Toohey Road,  Salisbury, Qld, 4107",No,No,,,,,,,,,364619,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,8/04/2022,145860,La Trobe University,"Borchardt Library,  Bundoora, Vic, 3083",No,No,,,,,,,,,1949852,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership Fees,9/04/2022,11900,Dietitians Association Of Australia,"1/8 Phipps Close,  Deakin, Act, 2600",No,No,,,,,,,,,1949627,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/04/2022,91344,Qs Enrolment Solutions (Australia) Pty L,"Level 3, 595 Collins Street,  Melbourne, Vic, 3000",No,No,,,,,,,,,1950286,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,10/04/2022,20230,Security & Technology Services (Sq) P/L,"35/1631 Wynnum Road,  Tingalpa, Qld, 4173",No,No,,,,,,,,,1949925,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,10/04/2022,20435,Security & Technology Services (Sq) P/L,"35/1631 Wynnum Road,  Tingalpa, Qld, 4173",No,No,,,,,,,,,1949926,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,10/04/2022,20563,Security & Technology Services (Sq) P/L,"35/1631 Wynnum Road,  Tingalpa, Qld, 4173",No,No,,,,,,,,,1949927,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/04/2022,194465,Dewpoint Air,"Po Box 3479,  Newmarket, Qld, 4051",No,No,,,,,,,,,364693,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,11/04/2022,118961,F E Technologies Pty Ltd,"129 Fyans Street,  South Geelong, Vic, 3220",No,No,,,,,,,,,GU-681,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Relocation Services,11/04/2022,12985,Sirva Relocation,"490 Freeman Road,  Richlands, Qld, 4077",No,No,,,,,,,,,1953332,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,11/04/2022,13300,The Ship Inn,"Box 25, Stanley Street Plaza Brisbane, Qld, 4101",No,No,,,,,,,,,1950106,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,11/04/2022,45974,Unimarket Australia Pty Limited,"Po Box 5515,  Chatswood, Nsw, 2057",No,No,,,,,,,,,364674,,C01092,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,12/04/2022,11440,Bennett And Bennett Group,"Po Box 5021,  Gold Coast Mail Centre, Qld, 9726",No,No,,,,,,,,,364722,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,12/04/2022,16000,Darren Christopher Lukas,Indonesia,No,No,,,,,,,,,364716,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,12/04/2022,100485,Escient Pty Ltd,"Level 20, 115 King William Street,,  Adelaide, Sa, 5000",No,No,,,,,,,,,364700,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,12/04/2022,181863,Lexis Nexis,"Tower 2, 475-495 Victoria Avenue,  Chatswood, Nsw, 2067",Yes,No,,,,,,,,,364718 369069 371914 377284,,GU-233,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,12/04/2022,42322,Precise Air Group P/L,"Po Box 1859,  Springwood, Qld, 4128",No,No,,,,,,,,,364732,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,12/04/2022,209114,Salesforce,"Tower 3 Darling Park, Lvl 12, 201 Sussex Street Sydney, Nsw, 2000",No,No,,,,,,,,,C01085_1,,C01085,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,13/04/2022,10701,A1 Building & Property Solutions Pty Ltd,Brisbane,No,No,,,,,,,,,364784,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,13/04/2022,44715,Bailey Print Group,"24 Manilla St,  East Brisbane, Qld, 4169",No,No,,,,,,,,,364744,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,13/04/2022,10291,Biodecon Solutions Limited,"Po Box 1143,  Hartwell, Vic, 3124",No,No,,,,,,,,,364789,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,13/04/2022,275440,In Vitro Technologies Pty Ltd,"7-9 Summit Road,  Noble Park, Vic, 3174",No,No,,,,,,,,,364776,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,13/04/2022,33651,Siteimprove Australia Pty Ltd,"Po Box R1948,  Royal Exchange, Nsw, 1225",No,No,,,,,,,,,364750,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,13/04/2022,23760,Smartsheet Australia Pty Ltd,"10500 Ne 8Th Street, Suite 1300,  Bellevue, Wa, 98004-4312",No,No,,,,,,,,,364751,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership Fees,14/04/2022,110000,Curtin University Of Technology,"Financial Services, Gpo Box U1987 Perth, Wa, 6845",No,No,,,,,,,,,364805 370613,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,14/04/2022,12903,Denise Margaret Hatzis,Brisbane,No,No,,,,,,,,,364801,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,14/04/2022,23625,Helen Johnson,Brisbane,No,No,,,,,,,,,1955035,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,14/04/2022,18892,Paragon Care Group Australia Pty Ltd,"50-54 Clayton Road,  Clayton, Vic, 3168",No,No,,,,,,,,,364827,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,14/04/2022,20062,Precise Air Group P/L,"Po Box 1859,  Springwood, Qld, 4128",No,No,,,,,,,,,364839,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,14/04/2022,62182,Sarah Louise Deck,Canada,No,No,,,,,,,,,364803,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,14/04/2022,13515,Seek Limited,"Gpo Box 2335,  Sydney, Nsw, 2001",No,No,,,,,,,,,1952379,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,14/04/2022,896111,"University Of California, Davis","Department Of Plant Services, University Of California Davis, Ca, 95616",No,No,Selective,,,,,,,,364796,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,14/04/2022,380864,"University Of California, Irvine","120 Theory, Suite 200,  Irvine, , 92697-1050",No,No,,,,,,,,,364802,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,14/04/2022,19536,University Of Sunshine Coast,"Financial Services, G.25 Administration Building Maroochydore Dc, Qld, 4558",No,No,,,,,,,,,1955039,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,17/04/2022,18150,Qantas Founders Outback Museum Pty. Ltd.,"P O Box 737,  Longreach, Qld, 4730",No,No,,,,,,,,,1952346,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,19/04/2022,98815,Alluvium International Pty Ltd,"Po Box 6246,  O'Connor, Act, 2602",No,No,,,,,,,,,721019.1,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,19/04/2022,19591,U&U Recruitment Partners,"Level 12, 259 Queen Street,  Brisbane, Qld, 4000",No,No,,,,,,,,,364887,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Pathology Expenditure,20/04/2022,12540,Australian Genome Research Facility Ltd,"Level 5 Gehrmann Laboratories, Research Road St Lucia, Qld, 4072",No,No,,,,,,,,,364911,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,20/04/2022,12222,Bottlebrush Media,"Unit 2, 65-67 Fowler Street Camperdown, Nsw, 2050",No,No,,,,,,,,,1951265,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,20/04/2022,13200,Common Purpose Student Experiences Limit,"407 Clarendon Street,  South Melbourne, Vic, 3205",No,No,,,,,,,,,1955301,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,20/04/2022,23100,Gold Coast Education And Training Netw,"Po Box 3475, Australia Fair Southport, Qld, 4215",No,No,,,,,,,,,1955325,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,20/04/2022,40039,Hilton Hotels Of Australia Pty Ltd,"190 Elizabeth Street,  Brisbane, Qld, 4001",No,No,,,,,,,,,364931,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,20/04/2022,16500,N D Y Management Pty Ltd,"Level 14, 120 Edward Street Brisbane, Qld, 4000",No,No,,,,,,,,,364923,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Musical Instruments,20/04/2022,10993,Turramurra Music Pty Ltd,"1267 Pacific Hwy,  Turramurra, Nsw, 2074",No,No,,,,,,,,,364935,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,21/04/2022,14850,Australian Ins. Of Company Directors,"Level 30, 20 Bond Street Sydney, Nsw, 2000",No,No,,,,,,,,,1955087,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,21/04/2022,1708487,Formula Interiors Pty Ltd,"Po Box 1038,  Coorparoo Dc, Qld, 4151",No,No,Selective,,,,,,,,364967,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,21/04/2022,30304,Gateway Electrical,"Po Box 1020,  Eagle Farm, Qld, 4009",No,No,,,,,,,,,364969,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,21/04/2022,49500,Impact Tracks,New South Wl,No,No,,,,,,,,,364970,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,21/04/2022,63360,Racv Royal Pines Resort,"Pmb 88,  Gcmc, Qld, 9726",No,No,,,,,,,,,364950,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,21/04/2022,25300,Tecan Australia Pty Ltd,"21/3 Westside Avenue,  Port Melbourne, Vic, 3207",No,No,,,,,,,,,364961,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,21/04/2022,48565,W.D.T. (Engineers) Pty Ltd,"124 Ingram Road,  Acacia Ridge, Qld, 4110",No,No,,,,,,,,,364968,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,21/04/2022,10562,Woodwell Climate Research Centre,"149 Woods Hole Road,  Falmouth, Ma, 02540",No,No,,,,,,,,,1955040,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,22/04/2022,45980,Icad Consultants Pty Ltd,Queensland,No,No,,,,,,,,,365002,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,23/04/2022,26131,Dreamweavers Event Creators & Producers,"23 Leda Drive,  Burleigh Heads, Qld, 4220",No,No,,,,,,,,,1955211,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,23/04/2022,17017,Spruson & Ferguson Pty Limited,"Gpo Box 3898,  Sydney, Nsw, 2001",No,No,,,,,,,,,1958935 2028035,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,24/04/2022,11573,Scientific Solutions Australia,"7 Mona Rd,  Menai, Nsw, 2234",No,No,,,,,,,,,1953237,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials ,25/04/2022,26415,Proquest Llc,"6216 Paysphere Circle,  Chicago, Il, 60674",No,No,,,,,,,,,1952020,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,26/04/2022,30004,Tecniplast Australia Pty Limited,"Unit 10, 79-85 Mars Road, North Star Business Park Lane Cove, Nsw, 2066",No,No,,,,,,,,,365068,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,27/04/2022,451000,Evident Australia Pty Ltd,"Level 4, 97 Waterloo Road,  Macquarie Park, Nsw, 2113",No,No,,,,,,,,,365102,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,27/04/2022,11887,Newspec Unit Trust,South Australia,No,No,,,,,,,,,365110,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,27/04/2022,12093,Virtonomy Gmbh,Munich,No,No,,,,,,,,,365101,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,28/04/2022,79695,Asg Group Limited,"Level 9, 167 St Georges Terrace Perth, Wa, 6000",No,No,,,,,,,,,365145,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Membership Fees,28/04/2022,55000,Bionics Queensland,"29 Nathan Ave,  Ashgrove, Qld, 4060",No,No,,,,,,,,,365121,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,28/04/2022,12684,Empius Pty Ltd,Brisbane,No,No,,,,,,,,,1951550,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,28/04/2022,66222,Jb Hi Fi Group Pty Ltd,"544 Kessells Road,  Macgregor, Qld, 4109",No,No,,,,,,,,,365157,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,29/04/2022,22000,Byrne Medical Pty Ltd,Queensland,No,No,,,,,,,,,365190,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,29/04/2022,41305,Chimera Project,Brisbane,No,No,,,,,,,,,1956636,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,29/04/2022,32780,Diligent Fire Pty Ltd,"Po Box 57,  Albion Dc, Qld, 4010",No,No,,,,,,,,,365173,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Vehicle Acquisition,29/04/2022,621334,Grand Motors,"Po Box 7834, Gold Coast Mail Ctr Gold Coast, Qld, 9726",No,No,Selective,,,,,,,,365177,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,29/04/2022,177534,Nano Vacuum Pty Ltd,"Unit 6, 5 Salisbury Road Castle Hill, Nsw, 2154",No,No,,,,,,,,,365179,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,29/04/2022,97614,Oracle Corporation Australia Pty Ltd,"Gpo Box 1313,  Sydney, Nsw, 2001",No,No,,,,,,,,,365217,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,29/04/2022,141599,Qs Enrolment Solutions (Australia) Pty L,"Level 3, 595 Collins Street,  Melbourne, Vic, 3000",No,No,,,,,,,,,1952377,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,29/04/2022,27564,Rauland Australia Pty Ltd,"514 Miller Street,  Cammeray, Nsw, 2062",No,No,,,,,,,,,365200,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,29/04/2022,20475,Security & Technology Services (Sq) P/L,"35/1631 Wynnum Road,  Tingalpa, Qld, 4173",No,No,,,,,,,,,1955663,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,29/04/2022,15282,Valiant Hire,"16/50 Parker Court,  Pinkenba, Qld, 4008",No,No,,,,,,,,,365195,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,30/04/2022,10558,Spruson & Ferguson Pty Limited,"Gpo Box 3898,  Sydney, Nsw, 2001",No,No,,,,,,,,,1956368,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,1/05/2022,11174,Andre Taylor Consulting,"Po Box 2248,  Port Macquarie, Nsw, 2444",No,No,,,,,,,,,1952033,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,3/05/2022,15565,Aegis Safety Pty Ltd,"1/119 Delta Street,  Geebung, Qld, 4034",No,No,,,,,,,,,365238,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,3/05/2022,86735,Bruker Pty Ltd,"Po Box 202,  Alexandria, Nsw, 1435",No,No,,,,,,,,,365254,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,3/05/2022,19540,Bruker Pty Ltd,"Po Box 202,  Alexandria, Nsw, 1435",No,No,,,,,,,,,365255,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,3/05/2022,16775,Linkedin Singapore Pte Ltd,"10 Marina Boulevard, Marina Bay Financial Centre Tower 2 , , 018983",No,No,,,,,,,,,1956857,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,3/05/2022,15795,Nqcranes,"Unit 3, 8 Willingdon Street Archerfield, Qld, 4108",No,No,,,,,,,,,365228,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,3/05/2022,18767,U&U Recruitment Partners,"Level 12, 259 Queen Street,  Brisbane, Qld, 4000",No,No,,,,,,,,,365244,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,4/05/2022,31793,Ajc Electrical Service Pty Ltd,"Po Box 50,  Virginia, Qld, 4014",No,No,,,,,,,,,365295,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,4/05/2022,11380,Arnold Electrical & Data Installations P,"9 Jaybel Street,  Salisbury, Qld, 4107",No,No,,,,,,,,,365292,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,4/05/2022,22800,Aston Education,"5Th Floor, Office Plus @ Wanchai, 303 Hennessy Road Wanchai, , ",No,No,,,,,,,,,1957007,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,4/05/2022,37736,Brightside Scientific Pty Ltd,"2/8 Teamster Close,  Tuggerah, Nsw, 2259",No,No,,,,,,,,,365293,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,4/05/2022,132427,Cpx Pty Ltd,"Po Box 3193,  Newmarket, Kelvin Grove Bc, Qld, 4059",No,No,,,,,,,,,365294,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/License Fees,4/05/2022,63504,Data #3 Limited,"Po Box 551,  Indooroopilly, Qld, 4068",No,No,,,,,,,,,365310,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,4/05/2022,123200,Jsa Creative,"Level 4, 500 Queen Street Brisbane City, Qld, 4000",No,No,,,,,,,,,365305,,,,,,
